model,image,threshold,tp,fp,fn,gt_pixels,pred_pixels,instances,iou,seconds
local_epoch1,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.1,3231,1542,1189,4420,4773,2,0.5419322375041932,0.05985408400010783
local_epoch1,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.25,3227,1537,1193,4420,4764,1,0.5417156286721504,0.05985408400010783
local_epoch1,Rissbilder_for_Florian_9S6A3098_1300_3220_2283_2309.jpg,0.5,0,0,4420,4420,0,0,0.0,0.05985408400010783
local_epoch1,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.1,3249,2008,939,4188,5257,1,0.5243705616526791,0.059392000002844725
local_epoch1,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.25,3249,2008,939,4188,5257,1,0.5243705616526791,0.059392000002844725
local_epoch1,Rissbilder_for_Florian_9S6A3100_765_387_2677_2632.jpg,0.5,3249,2008,939,4188,5257,1,0.5243705616526791,0.059392000002844725
local_epoch1,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.1,3938,3948,1070,5008,7886,3,0.43970522554711927,0.05900074999954086
local_epoch1,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.25,3938,3948,1070,5008,7886,3,0.43970522554711927,0.05900074999954086
local_epoch1,Rissbilder_for_Florian_9S6A3105_186_619_3616_4246.jpg,0.5,3233,3335,1775,5008,6568,1,0.3875104878341124,0.05900074999954086
local_epoch1,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.1,8054,8095,846,8900,16149,2,0.47390408943807,0.059196499998506624
local_epoch1,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.25,8054,8095,846,8900,16149,2,0.47390408943807,0.059196499998506624
local_epoch1,Rissbilder_for_Florian_9S6A3111_42_1509_3500_3908.jpg,0.5,8047,8081,853,8900,16128,1,0.4738825746422472,0.059196499998506624
local_epoch1,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.1,3123,1845,1212,4335,4968,2,0.5053398058252427,0.06005158399784705
local_epoch1,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.25,3123,1121,1212,4335,4244,1,0.5723973607038123,0.06005158399784705
local_epoch1,Rissbilder_for_Florian_9S6A3120_875_1120_2089_2571.jpg,0.5,3123,1121,1212,4335,4244,1,0.5723973607038123,0.06005158399784705
local_epoch1,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.1,4150,2613,3314,7464,6763,1,0.4118289173365089,0.0677462910025497
local_epoch1,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.25,4150,2613,3314,7464,6763,1,0.4118289173365089,0.0677462910025497
local_epoch1,Rissbilder_for_Florian_9S6A3121_408_826_2841_3663.jpg,0.5,0,0,7464,7464,0,0,0.0,0.0677462910025497
local_epoch1,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.1,3636,3376,780,4416,7012,1,0.46663244353182753,0.06704379099392099
local_epoch1,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.25,3636,3376,780,4416,7012,1,0.46663244353182753,0.06704379099392099
local_epoch1,Rissbilder_for_Florian_9S6A3130_190_1907_3510_2920.jpg,0.5,3636,3376,780,4416,7012,1,0.46663244353182753,0.06704379099392099
local_epoch1,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.1,3112,2446,595,3707,5558,1,0.5057695433122055,0.0692786250001518
local_epoch1,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.25,3112,2446,595,3707,5558,1,0.5057695433122055,0.0692786250001518
local_epoch1,Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg,0.5,0,0,3707,3707,0,0,0.0,0.0692786250001518
local_epoch1,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.1,2155,1593,714,2869,3748,1,0.48296727924697447,0.061445916995580774
local_epoch1,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.25,0,0,2869,2869,0,0,0.0,0.061445916995580774
local_epoch1,Rissbilder_for_Florian_9S6A3134_76_855_3718_4555.jpg,0.5,0,0,2869,2869,0,0,0.0,0.061445916995580774
local_epoch1,Sylvie_Chambon_062.jpg,0.1,6039,0,11938,17977,6039,1,0.33592924292151083,0.06187099999806378
local_epoch1,Sylvie_Chambon_062.jpg,0.25,0,0,17977,17977,0,0,0.0,0.06187099999806378
local_epoch1,Sylvie_Chambon_062.jpg,0.5,0,0,17977,17977,0,0,0.0,0.06187099999806378
local_epoch1,Volker_DSC01610_123_687_1549_1614.jpg,0.1,5226,949,1462,6688,6175,1,0.6843001178473223,0.06223162500100443
local_epoch1,Volker_DSC01610_123_687_1549_1614.jpg,0.25,5226,949,1462,6688,6175,1,0.6843001178473223,0.06223162500100443
local_epoch1,Volker_DSC01610_123_687_1549_1614.jpg,0.5,0,0,6688,6688,0,0,0.0,0.06223162500100443
local_epoch1,Volker_DSC01628_0_0_1824_2736.jpg,0.1,3506,967,1462,4968,4473,2,0.5907329401853412,0.06077825000102166
local_epoch1,Volker_DSC01628_0_0_1824_2736.jpg,0.25,3499,963,1469,4968,4462,1,0.5899511043668858,0.06077825000102166
local_epoch1,Volker_DSC01628_0_0_1824_2736.jpg,0.5,3499,963,1469,4968,4462,1,0.5899511043668858,0.06077825000102166
local_epoch1,Volker_DSC01628_628_1158_1128_1084.jpg,0.1,3661,742,3386,7047,4403,5,0.47002182565155987,0.06039700000110315
local_epoch1,Volker_DSC01628_628_1158_1128_1084.jpg,0.25,3637,738,3410,7047,4375,2,0.4671804752729608,0.06039700000110315
local_epoch1,Volker_DSC01628_628_1158_1128_1084.jpg,0.5,0,0,7047,7047,0,0,0.0,0.06039700000110315
local_epoch1,Volker_DSC01634_192_653_1400_1605.jpg,0.1,8901,4321,3376,12277,13222,1,0.5362694300518135,0.061011624995444436
local_epoch1,Volker_DSC01634_192_653_1400_1605.jpg,0.25,0,0,12277,12277,0,0,0.0,0.061011624995444436
local_epoch1,Volker_DSC01634_192_653_1400_1605.jpg,0.5,0,0,12277,12277,0,0,0.0,0.061011624995444436
local_epoch1,Volker_DSC01634_193_315_1605_1896.jpg,0.1,8595,4550,2244,10839,13145,1,0.5585158229904478,0.06104462499934016
local_epoch1,Volker_DSC01634_193_315_1605_1896.jpg,0.25,0,0,10839,10839,0,0,0.0,0.06104462499934016
local_epoch1,Volker_DSC01634_193_315_1605_1896.jpg,0.5,0,0,10839,10839,0,0,0.0,0.06104462499934016
local_epoch1,Volker_DSC01636_1084_9_1476_1810.jpg,0.1,5287,1425,1319,6606,6712,1,0.6583239945212302,0.06123274999845307
local_epoch1,Volker_DSC01636_1084_9_1476_1810.jpg,0.25,5287,1425,1319,6606,6712,1,0.6583239945212302,0.06123274999845307
local_epoch1,Volker_DSC01636_1084_9_1476_1810.jpg,0.5,0,0,6606,6606,0,0,0.0,0.06123274999845307
local_epoch1,Volker_DSC01641_437_407_1733_1413.jpg,0.1,6521,1298,2730,9251,7819,2,0.6181628590387714,0.060814374999608845
local_epoch1,Volker_DSC01641_437_407_1733_1413.jpg,0.25,6084,1260,3167,9251,7344,1,0.5788221862810389,0.060814374999608845
local_epoch1,Volker_DSC01641_437_407_1733_1413.jpg,0.5,6084,1260,3167,9251,7344,1,0.5788221862810389,0.060814374999608845
local_epoch1,Volker_DSC01643_1311_276_1242_1009.jpg,0.1,5764,316,2814,8578,6080,1,0.6480773555205757,0.06245887499972014
local_epoch1,Volker_DSC01643_1311_276_1242_1009.jpg,0.25,5764,316,2814,8578,6080,1,0.6480773555205757,0.06245887499972014
local_epoch1,Volker_DSC01643_1311_276_1242_1009.jpg,0.5,5764,316,2814,8578,6080,1,0.6480773555205757,0.06245887499972014
local_epoch1,Volker_DSC01652_699_100_1925_1592.jpg,0.1,5625,1576,1154,6779,7201,1,0.6732495511669659,0.06202120799571276
local_epoch1,Volker_DSC01652_699_100_1925_1592.jpg,0.25,0,0,6779,6779,0,0,0.0,0.06202120799571276
local_epoch1,Volker_DSC01652_699_100_1925_1592.jpg,0.5,0,0,6779,6779,0,0,0.0,0.06202120799571276
local_epoch1,Volker_DSC01658_167_371_1635_1643.jpg,0.1,4362,838,2089,6451,5200,1,0.5984359994512278,0.062418665998848155
local_epoch1,Volker_DSC01658_167_371_1635_1643.jpg,0.25,4362,838,2089,6451,5200,1,0.5984359994512278,0.062418665998848155
local_epoch1,Volker_DSC01658_167_371_1635_1643.jpg,0.5,4362,838,2089,6451,5200,1,0.5984359994512278,0.062418665998848155
local_epoch1,Volker_DSC01670_3_833_1821_1836.jpg,0.1,5117,2334,1187,6304,7451,3,0.5923824959481362,0.060036583003238775
local_epoch1,Volker_DSC01670_3_833_1821_1836.jpg,0.25,3031,839,3273,6304,3870,1,0.4243315133697326,0.060036583003238775
local_epoch1,Volker_DSC01670_3_833_1821_1836.jpg,0.5,3031,839,3273,6304,3870,1,0.4243315133697326,0.060036583003238775
local_epoch1,Volker_DSC01677_26_956_1697_1698.jpg,0.1,6919,1179,2147,9066,8098,2,0.6753538311371401,0.058456457998545375
local_epoch1,Volker_DSC01677_26_956_1697_1698.jpg,0.25,6868,1079,2198,9066,7947,1,0.6769837358304583,0.058456457998545375
local_epoch1,Volker_DSC01677_26_956_1697_1698.jpg,0.5,6868,1079,2198,9066,7947,1,0.6769837358304583,0.058456457998545375
local_epoch1,Volker_DSC01685_252_569_1566_2047.jpg,0.1,3414,546,1958,5372,3960,1,0.5768840824602907,0.062094958004308864
local_epoch1,Volker_DSC01685_252_569_1566_2047.jpg,0.25,3414,546,1958,5372,3960,1,0.5768840824602907,0.062094958004308864
local_epoch1,Volker_DSC01685_252_569_1566_2047.jpg,0.5,0,0,5372,5372,0,0,0.0,0.062094958004308864
local_epoch1,Volker_DSC01687_256_1075_1494_1234.jpg,0.1,5525,2088,1482,7007,7613,1,0.6074766355140186,0.06085358400014229
local_epoch1,Volker_DSC01687_256_1075_1494_1234.jpg,0.25,5525,2088,1482,7007,7613,1,0.6074766355140186,0.06085358400014229
local_epoch1,Volker_DSC01687_256_1075_1494_1234.jpg,0.5,5525,2088,1482,7007,7613,1,0.6074766355140186,0.06085358400014229
local_epoch1,Volker_DSC01693_1323_467_1353_1116.jpg,0.1,5111,213,3309,8420,5324,1,0.592030580331287,0.06036929099354893
local_epoch1,Volker_DSC01693_1323_467_1353_1116.jpg,0.25,5111,213,3309,8420,5324,1,0.592030580331287,0.06036929099354893
local_epoch1,Volker_DSC01693_1323_467_1353_1116.jpg,0.5,5111,213,3309,8420,5324,1,0.592030580331287,0.06036929099354893
local_epoch1,Volker_DSC01707_44_131_1757_2144.jpg,0.1,2642,560,2046,4688,3202,1,0.5034298780487805,0.061118875004467554
local_epoch1,Volker_DSC01707_44_131_1757_2144.jpg,0.25,2642,560,2046,4688,3202,1,0.5034298780487805,0.061118875004467554
local_epoch1,Volker_DSC01707_44_131_1757_2144.jpg,0.5,2642,560,2046,4688,3202,1,0.5034298780487805,0.061118875004467554
local_epoch1,cracktree200_6234.jpg,0.1,27,284,562,589,311,1,0.030927835051546393,0.06188962499436457
local_epoch1,cracktree200_6234.jpg,0.25,0,0,589,589,0,0,0.0,0.06188962499436457
local_epoch1,cracktree200_6234.jpg,0.5,0,0,589,589,0,0,0.0,0.06188962499436457
local_epoch1,cracktree200_6243.jpg,0.1,719,10009,1225,1944,10728,5,0.06015226303020162,0.06282537500374019
local_epoch1,cracktree200_6243.jpg,0.25,42,415,1902,1944,457,1,0.017804154302670624,0.06282537500374019
local_epoch1,cracktree200_6243.jpg,0.5,0,0,1944,1944,0,0,0.0,0.06282537500374019
local_epoch1,cracktree200_6266.jpg,0.1,0,0,547,547,0,0,0.0,0.06586783400416607
local_epoch1,cracktree200_6266.jpg,0.25,0,0,547,547,0,0,0.0,0.06586783400416607
local_epoch1,cracktree200_6266.jpg,0.5,0,0,547,547,0,0,0.0,0.06586783400416607
local_epoch1,forest_006.jpg,0.1,1556,1283,709,2265,2839,2,0.43855693348365277,0.06658975000027567
local_epoch1,forest_006.jpg,0.25,0,0,2265,2265,0,0,0.0,0.06658975000027567
local_epoch1,forest_006.jpg,0.5,0,0,2265,2265,0,0,0.0,0.06658975000027567
local_epoch1,forest_048.jpg,0.1,0,0,2436,2436,0,0,0.0,0.05977670800348278
local_epoch1,forest_048.jpg,0.25,0,0,2436,2436,0,0,0.0,0.05977670800348278
local_epoch1,forest_048.jpg,0.5,0,0,2436,2436,0,0,0.0,0.05977670800348278
local_epoch1,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.1,0,0,0,0,0,0,,0.06098724999901606
local_epoch1,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.25,0,0,0,0,0,0,,0.06098724999901606
local_epoch1,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,0.5,0,0,0,0,0,0,,0.06098724999901606
local_epoch1,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.1,0,0,0,0,0,0,,0.06015737499546958
local_epoch1,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.25,0,0,0,0,0,0,,0.06015737499546958
local_epoch1,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,0.5,0,0,0,0,0,0,,0.06015737499546958
local_epoch1,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.1,0,0,0,0,0,0,,0.06141175000084331
local_epoch1,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.25,0,0,0,0,0,0,,0.06141175000084331
local_epoch1,noncrack_noncrack_concrete_wall_18_19.jpg.jpg,0.5,0,0,0,0,0,0,,0.06141175000084331
local_epoch1,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.1,0,0,0,0,0,0,,0.06183220799721312
local_epoch1,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.25,0,0,0,0,0,0,,0.06183220799721312
local_epoch1,noncrack_noncrack_concrete_wall_20_1.jpg.jpg,0.5,0,0,0,0,0,0,,0.06183220799721312
local_epoch1,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.1,0,0,0,0,0,0,,0.06684054200013634
local_epoch1,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.25,0,0,0,0,0,0,,0.06684054200013634
local_epoch1,noncrack_noncrack_concrete_wall_20_32.jpg.jpg,0.5,0,0,0,0,0,0,,0.06684054200013634
local_epoch1,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.057034417004615534
local_epoch1,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.057034417004615534
local_epoch1,noncrack_noncrack_concrete_wall_40_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.057034417004615534
local_epoch1,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.1,0,0,0,0,0,0,,0.05789770800038241
local_epoch1,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.25,0,0,0,0,0,0,,0.05789770800038241
local_epoch1,noncrack_noncrack_concrete_wall_41_48.jpg.jpg,0.5,0,0,0,0,0,0,,0.05789770800038241
local_epoch1,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.1,0,0,0,0,0,0,,0.05697029199654935
local_epoch1,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.25,0,0,0,0,0,0,,0.05697029199654935
local_epoch1,noncrack_noncrack_concrete_wall_43_34.jpg.jpg,0.5,0,0,0,0,0,0,,0.05697029199654935
local_epoch1,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.1,0,0,0,0,0,0,,0.05896970799949486
local_epoch1,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.25,0,0,0,0,0,0,,0.05896970799949486
local_epoch1,noncrack_noncrack_concrete_wall_46_8.jpg.jpg,0.5,0,0,0,0,0,0,,0.05896970799949486
local_epoch1,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.1,0,0,0,0,0,0,,0.06018341599701671
local_epoch1,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.25,0,0,0,0,0,0,,0.06018341599701671
local_epoch1,noncrack_noncrack_concrete_wall_49_4.jpg.jpg,0.5,0,0,0,0,0,0,,0.06018341599701671
local_epoch1,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.1,0,0,0,0,0,0,,0.06132874999457272
local_epoch1,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.25,0,0,0,0,0,0,,0.06132874999457272
local_epoch1,noncrack_noncrack_concrete_wall_75_0.jpg.jpg,0.5,0,0,0,0,0,0,,0.06132874999457272
local_epoch1,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.1,0,0,0,0,0,0,,0.05949095799587667
local_epoch1,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.25,0,0,0,0,0,0,,0.05949095799587667
local_epoch1,noncrack_noncrack_concrete_wall_75_24.jpg.jpg,0.5,0,0,0,0,0,0,,0.05949095799587667
local_epoch1,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.1,0,0,0,0,0,0,,0.06009537499630824
local_epoch1,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.25,0,0,0,0,0,0,,0.06009537499630824
local_epoch1,noncrack_noncrack_concrete_wall_76_22.jpg.jpg,0.5,0,0,0,0,0,0,,0.06009537499630824
local_epoch1,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.059687041997676715
local_epoch1,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.059687041997676715
local_epoch1,noncrack_noncrack_concrete_wall_76_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.059687041997676715
local_epoch1,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.1,0,0,0,0,0,0,,0.060575167000934016
local_epoch1,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.25,0,0,0,0,0,0,,0.060575167000934016
local_epoch1,noncrack_noncrack_concrete_wall_93_5.jpg.jpg,0.5,0,0,0,0,0,0,,0.060575167000934016
